;country;year;month;season;avg_sealevel_pressure_hpa;avg_daily_precipitation_mm;female_perc;male_perc;population_density;coal;nuclear;hydro;solar;wind;renewables;avg_temp;min_temp;max_temp;population_below_14;population_above_65;population_working_age
2476;New Zealand;2015;5;Autumn;medium;medium;50;50;very low;very low or none;very low or none;high;very low or none;medium;very high;medium;low;medium;high;low;low
2477;New Zealand;2015;6;Winter;medium;medium;50;50;very low;very low or none;very low or none;high;very low or none;medium;very high;medium;medium;low;high;low;low
2478;New Zealand;2015;7;Winter;low;medium;50;50;very low;very low or none;very low or none;high;very low or none;medium;very high;low;low;low;high;low;low
2479;New Zealand;2015;8;Winter;medium;medium;50;50;very low;very low or none;very low or none;high;very low or none;medium;very high;low;low;low;high;low;low
2480;New Zealand;2015;9;Spring;low;medium;50;50;very low;very low or none;very low or none;high;very low or none;medium;very high;medium;medium;low;high;low;low
2481;New Zealand;2015;10;Spring;medium;low;50;50;very low;very low or none;very low or none;high;very low or none;medium;very high;medium;medium;medium;high;low;low
2482;New Zealand;2015;11;Spring;medium;low;50;50;very low;very low or none;very low or none;high;very low or none;medium;very high;medium;medium;medium;high;low;low
2483;New Zealand;2015;12;Summer;low;low;50;50;very low;very low or none;very low or none;high;very low or none;medium;very high;medium;medium;high;high;low;low
2484;New Zealand;2016;1;Summer;medium;medium;50;50;very low;very low or none;very low or none;high;very low or none;medium;very high;medium;medium;medium;high;low;low
2485;New Zealand;2016;2;Summer;medium;low;50;50;very low;very low or none;very low or none;high;very low or none;medium;very high;medium;medium;high;high;low;low
2486;New Zealand;2016;3;Autumn;high;low;50;50;very low;very low or none;very low or none;high;very low or none;medium;very high;medium;medium;medium;high;low;low
2487;New Zealand;2016;4;Autumn;high;medium;50;50;very low;very low or none;very low or none;high;very low or none;medium;very high;medium;medium;medium;high;low;low
2488;New Zealand;2016;5;Autumn;low;medium;50;50;very low;very low or none;very low or none;high;very low or none;medium;very high;medium;medium;medium;high;low;low
2489;New Zealand;2016;6;Winter;medium;medium;50;50;very low;very low or none;very low or none;high;very low or none;medium;very high;medium;medium;medium;high;low;low
2490;New Zealand;2016;7;Winter;low;medium;50;50;very low;very low or none;very low or none;high;very low or none;medium;very high;low;low;low;high;low;low
2491;New Zealand;2016;8;Winter;medium;medium;50;50;very low;very low or none;very low or none;high;very low or none;low;very high;low;low;low;high;low;low
2492;New Zealand;2016;9;Spring;low;medium;50;50;very low;very low or none;very low or none;high;very low or none;medium;very high;medium;medium;low;high;low;low
2493;New Zealand;2016;10;Spring;low;medium;50;50;very low;very low or none;very low or none;high;very low or none;medium;very high;medium;medium;medium;high;low;low
2494;New Zealand;2016;11;Spring;very low;medium;50;50;very low;very low or none;very low or none;high;very low or none;medium;very high;medium;medium;high;high;low;low
2495;New Zealand;2016;12;Summer;low;low;50;50;very low;very low or none;very low or none;high;very low or none;medium;very high;medium;medium;medium;high;low;low
2496;New Zealand;2017;1;Summer;low;medium;50;50;very low;very low or none;very low or none;high;very low or none;medium;very high;medium;medium;medium;high;low;low
2497;New Zealand;2017;2;Summer;medium;medium;50;50;very low;very low or none;very low or none;high;very low or none;medium;very high;medium;medium;high;high;low;low
2498;New Zealand;2017;3;Autumn;medium;medium;50;50;very low;very low or none;very low or none;high;very low or none;medium;very high;medium;medium;medium;high;low;low
2499;New Zealand;2017;4;Autumn;medium;high;50;50;very low;very low or none;very low or none;high;very low or none;medium;very high;medium;medium;medium;high;low;low
2500;New Zealand;2017;5;Autumn;medium;medium;50;50;very low;very low or none;very low or none;high;very low or none;low;very high;medium;medium;low;high;low;low
2501;New Zealand;2017;6;Winter;medium;medium;50;50;very low;very low or none;very low or none;high;very low or none;low;very high;low;medium;low;high;low;low
2502;New Zealand;2017;7;Winter;low;high;50;50;very low;very low or none;very low or none;high;very low or none;medium;very high;low;low;low;high;low;low
2503;New Zealand;2017;8;Winter;low;medium;50;50;very low;very low or none;very low or none;high;very low or none;medium;very high;medium;medium;low;high;low;low
2504;New Zealand;2017;9;Spring;very low;medium;50;50;very low;very low or none;very low or none;high;very low or none;medium;very high;medium;medium;medium;high;low;low
2505;New Zealand;2017;10;Spring;medium;low;50;50;very low;very low or none;very low or none;high;very low or none;medium;very high;medium;medium;medium;high;low;low
2506;New Zealand;2017;11;Spring;medium;low;50;50;very low;very low or none;very low or none;high;very low or none;low;very high;medium;medium;medium;high;low;low
2507;New Zealand;2017;12;Summer;low;low;50;50;very low;very low or none;very low or none;high;very low or none;medium;very high;medium;high;medium;high;low;low
2508;Norway;2010;1;Winter;high;low;50;50;very low;very low or none;very low or none;high;very low or none;very low or none;very high;very low;very low;very low;high;low;medium
2509;Norway;2010;2;Winter;very low;low;50;50;very low;very low or none;very low or none;high;very low or none;very low or none;very high;very low;very low;very low;high;low;medium
2510;Norway;2010;3;Spring;very low;medium;50;50;very low;very low or none;very low or none;high;very low or none;very low or none;very high;low;very low;very low;high;low;medium
2511;Norway;2010;4;Spring;medium;low;50;50;very low;very low or none;very low or none;high;very low or none;very low or none;very high;low;low;low;high;low;medium
2512;Norway;2010;5;Spring;low;low;50;50;very low;very low or none;very low or none;high;very low or none;very low or none;very high;low;medium;medium;high;low;medium
2513;Norway;2010;6;Summer;low;medium;50;50;very low;very low or none;very low or none;high;very low or none;very low or none;very high;medium;medium;medium;high;low;medium
2514;Norway;2010;7;Summer;low;medium;50;50;very low;very low or none;very low or none;high;very low or none;very low or none;very high;medium;medium;medium;high;low;medium
2515;Norway;2010;8;Summer;very low;medium;50;50;very low;very low or none;very low or none;high;very low or none;very low or none;very high;medium;medium;medium;high;low;medium
2516;Norway;2010;9;Autumn;low;medium;50;50;very low;very low or none;very low or none;high;very low or none;very low or none;very high;medium;medium;medium;high;low;medium
2517;Norway;2010;10;Autumn;very low;medium;50;50;very low;very low or none;very low or none;high;very low or none;very low or none;very high;low;low;low;high;low;medium
2518;Norway;2010;11;Autumn;very low;low;50;50;very low;very low or none;very low or none;high;very low or none;very low or none;very high;very low;very low;very low;high;low;medium
2519;Norway;2010;12;Winter;low;low;50;50;very low;very low or none;very low or none;high;very low or none;very low or none;very high;very low;very low;very low;high;low;medium
2520;Norway;2011;1;Winter;very low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;very low;low;very low;high;low;low
2521;Norway;2011;2;Winter;low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;very low;very low;very low;high;low;low
2522;Norway;2011;3;Spring;low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;low;low;very low;high;low;low
2523;Norway;2011;4;Spring;medium;low;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;low;low;low;high;low;low
2524;Norway;2011;5;Spring;low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;low;medium;medium;high;low;low
2525;Norway;2011;6;Summer;low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;medium;medium;medium;high;low;low
2526;Norway;2011;7;Summer;low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;medium;medium;medium;high;low;low
2527;Norway;2011;8;Summer;very low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;medium;medium;medium;high;low;low
2528;Norway;2011;9;Autumn;very low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;medium;medium;low;high;low;low
2529;Norway;2011;10;Autumn;very low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;low;medium;low;high;low;low
2530;Norway;2011;11;Autumn;low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;low;low;very low;high;low;low
2531;Norway;2011;12;Winter;very low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;low;low;very low;high;low;low
2532;Norway;2012;1;Winter;low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;very low;low;very low;high;low;low
2533;Norway;2012;2;Winter;medium;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;very low;very low;low;high;low;low
2534;Norway;2012;3;Spring;medium;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;low;low;low;high;low;low
2535;Norway;2012;4;Spring;very low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;low;low;very low;high;low;low
2536;Norway;2012;5;Spring;low;low;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;low;medium;medium;high;low;low
2537;Norway;2012;6;Summer;very low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;medium;medium;medium;high;low;low
2538;Norway;2012;7;Summer;very low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;medium;medium;medium;high;low;low
2539;Norway;2012;8;Summer;low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;medium;medium;medium;high;low;low
2540;Norway;2012;9;Autumn;very low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;medium;medium;low;high;low;low
2541;Norway;2012;10;Autumn;very low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;low;low;low;high;low;low
2542;Norway;2012;11;Autumn;very low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;low;low;very low;high;low;low
2543;Norway;2012;12;Winter;low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;very low;very low;very low;high;low;low
2544;Norway;2013;1;Winter;low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;very low;very low;very low;high;low;low
2545;Norway;2013;2;Winter;high;low;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;very low;very low;very low;high;low;low
2546;Norway;2013;3;Spring;medium;low;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;very low;very low;very low;high;low;low
2547;Norway;2013;4;Spring;low;low;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;low;low;low;high;low;low
2548;Norway;2013;5;Spring;low;low;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;medium;medium;medium;high;low;low
2549;Norway;2013;6;Summer;low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;medium;medium;medium;high;low;low
2550;Norway;2013;7;Summer;medium;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;medium;high;medium;high;low;low
2551;Norway;2013;8;Summer;low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;medium;medium;medium;high;low;low
2552;Norway;2013;9;Autumn;low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;medium;medium;medium;high;low;low
2553;Norway;2013;10;Autumn;very low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;low;low;low;high;low;low
2554;Norway;2013;11;Autumn;very low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;low;low;very low;high;low;low
2555;Norway;2013;12;Winter;very low;medium;49;51;very low;very low or none;very low or none;high;very low or none;low;very high;low;low;very low;high;low;low
2556;Norway;2014;1;Winter;very low;low;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;very low;very low;very low;high;medium;low
2557;Norway;2014;2;Winter;very low;medium;49;51;very low;very low or none;very low or none;high;very low or none;low;very high;low;low;very low;high;medium;low
2558;Norway;2014;3;Spring;very low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;low;low;low;high;medium;low
2559;Norway;2014;4;Spring;low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;low;low;low;high;medium;low
2560;Norway;2014;5;Spring;medium;low;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;low;medium;medium;high;medium;low
2561;Norway;2014;6;Summer;medium;low;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;medium;medium;medium;high;medium;low
2562;Norway;2014;7;Summer;medium;low;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;medium;high;high;high;medium;low
2563;Norway;2014;8;Summer;very low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;medium;medium;medium;high;medium;low
2564;Norway;2014;9;Autumn;medium;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;medium;medium;medium;high;medium;low
2565;Norway;2014;10;Autumn;low;medium;49;51;very low;very low or none;very low or none;high;very low or none;low;very high;low;medium;low;high;medium;low
2566;Norway;2014;11;Autumn;medium;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;low;low;very low;high;medium;low
2567;Norway;2014;12;Winter;very low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;low;very low;very low;high;medium;low
2568;Norway;2015;1;Winter;very low;medium;49;51;very low;very low or none;very low or none;high;very low or none;low;very high;low;low;very low;medium;medium;low
2569;Norway;2015;2;Winter;very low;medium;49;51;very low;very low or none;very low or none;high;very low or none;low;very high;low;low;very low;medium;medium;low
2570;Norway;2015;3;Spring;low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;low;low;very low;medium;medium;low
2571;Norway;2015;4;Spring;low;low;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;low;low;low;medium;medium;low
2572;Norway;2015;5;Spring;very low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;low;medium;low;medium;medium;low
2573;Norway;2015;6;Summer;low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;medium;medium;medium;medium;medium;low
2574;Norway;2015;7;Summer;very low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;medium;medium;medium;medium;medium;low
2575;Norway;2015;8;Summer;medium;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;medium;high;medium;medium;medium;low
2576;Norway;2015;9;Autumn;medium;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;medium;medium;medium;medium;medium;low
2577;Norway;2015;10;Autumn;medium;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;low;medium;low;medium;medium;low
2578;Norway;2015;11;Autumn;very low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;low;low;very low;medium;medium;low
2579;Norway;2015;12;Winter;very low;medium;49;51;very low;very low or none;very low or none;high;very low or none;low;very high;low;low;very low;medium;medium;low
2580;Norway;2016;1;Winter;very low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;very low;very low;very low;medium;medium;low
2581;Norway;2016;2;Winter;very low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;low;low;very low;medium;medium;low
2582;Norway;2016;3;Spring;low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;low;low;low;medium;medium;low
2583;Norway;2016;4;Spring;very low;low;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;low;low;low;medium;medium;low
2584;Norway;2016;5;Spring;medium;low;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;medium;medium;medium;medium;medium;low
2585;Norway;2016;6;Summer;low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;medium;medium;medium;medium;medium;low
2586;Norway;2016;7;Summer;very low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;medium;high;medium;medium;medium;low
2587;Norway;2016;8;Summer;low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;medium;medium;medium;medium;medium;low
2588;Norway;2016;9;Autumn;low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;medium;medium;medium;medium;medium;low
2589;Norway;2016;10;Autumn;high;low;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;low;low;low;medium;medium;low
2590;Norway;2016;11;Autumn;low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;low;low;very low;medium;medium;low
2591;Norway;2016;12;Winter;low;medium;49;51;very low;very low or none;very low or none;high;very low or none;low;very high;low;low;very low;medium;medium;low
2592;Norway;2017;1;Winter;low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;low;very low;very low;medium;medium;low
2593;Norway;2017;2;Winter;low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;very low;low;very low;medium;medium;low
2594;Norway;2017;3;Spring;very low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;low;low;low;medium;medium;low
2595;Norway;2017;4;Spring;low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;low;low;low;medium;medium;low
2596;Norway;2017;5;Spring;medium;low;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;low;medium;medium;medium;medium;low
2597;Norway;2017;6;Summer;very low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;medium;medium;medium;medium;medium;low
2598;Norway;2017;7;Summer;very low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;medium;medium;medium;medium;medium;low
2599;Norway;2017;8;Summer;very low;medium;49;51;very low;very low or none;very low or none;high;very low or none;very low or none;very high;medium;medium;medium;medium;medium;low
2600;Norway;2017;9;Autumn;low;medium;49;51;very low;very low or none;very low or none;high;very low or none;low;very high;medium;medium;low;medium;medium;low
2601;Norway;2017;10;Autumn;very low;high;49;51;very low;very low or none;very low or none;high;very low or none;low;very high;low;medium;low;medium;medium;low
2602;Norway;2017;11;Autumn;very low;medium;49;51;very low;very low or none;very low or none;high;very low or none;low;very high;low;low;very low;medium;medium;low
2603;Norway;2017;12;Winter;very low;medium;49;51;very low;very low or none;very low or none;high;very low or none;low;very high;low;low;very low;medium;medium;low
2604;Poland;2010;1;Winter;medium;low;51;49;medium;very high;very low or none;very low or none;very low or none;very low or none;very low or none;very low;very low;very low;low;low;very high
2605;Poland;2010;2;Winter;medium;low;51;49;medium;very high;very low or none;very low or none;very low or none;very low or none;very low or none;very low;very low;very low;low;low;very high
2606;Poland;2010;3;Spring;medium;low;51;49;medium;very high;very low or none;very low or none;very low or none;very low or none;very low or none;low;very low;medium;low;low;very high
2607;Poland;2010;4;Spring;low;low;51;49;medium;very high;very low or none;very low or none;very low or none;very low or none;very low or none;low;medium;medium;low;low;very high
2608;Poland;2010;5;Spring;medium;medium;51;49;medium;very high;very low or none;very low or none;very low or none;very low or none;very low or none;medium;medium;medium;low;low;very high
2609;Poland;2010;6;Summer;low;low;51;49;medium;very high;very low or none;very low or none;very low or none;very low or none;very low or none;medium;medium;medium;low;low;very high
2610;Poland;2010;7;Summer;low;medium;51;49;medium;very high;very low or none;very low or none;very low or none;very low or none;very low or none;high;high;high;low;low;very high
2611;Poland;2010;8;Summer;medium;medium;51;49;medium;very high;very low or none;very low or none;very low or none;very low or none;very low or none;medium;medium;high;low;low;very high
2612;Poland;2010;9;Autumn;medium;medium;51;49;medium;very high;very low or none;very low or none;very low or none;very low or none;very low or none;medium;medium;medium;low;low;very high
2613;Poland;2010;10;Autumn;medium;low;51;49;medium;very high;very low or none;very low or none;very low or none;very low or none;very low or none;low;low;low;low;low;very high
2614;Poland;2010;11;Autumn;medium;medium;51;49;medium;very high;very low or none;very low or none;very low or none;very low or none;very low or none;low;low;low;low;low;very high
2615;Poland;2010;12;Winter;medium;low;51;49;medium;very high;very low or none;very low or none;very low or none;very low or none;very low or none;very low;very low;very low;low;low;very high
2616;Poland;2011;1;Winter;medium;low;51;49;medium;very high;very low or none;very low or none;very low or none;very low or none;very low or none;very low;very low;very low;low;low;very high
2617;Poland;2011;2;Winter;medium;low;51;49;medium;very high;very low or none;very low or none;very low or none;low;very low or none;very low;very low;very low;low;low;very high
2618;Poland;2011;3;Spring;medium;low;51;49;medium;very high;very low or none;very low or none;very low or none;low;very low or none;low;very low;low;low;low;very high
2619;Poland;2011;4;Spring;low;low;51;49;medium;very high;very low or none;very low or none;very low or none;low;very low or none;medium;medium;medium;low;low;very high
2620;Poland;2011;5;Spring;medium;low;51;49;medium;very high;very low or none;very low or none;very low or none;very low or none;very low or none;medium;medium;medium;low;low;very high
2621;Poland;2011;6;Summer;low;low;51;49;medium;very high;very low or none;very low or none;very low or none;very low or none;very low or none;medium;medium;medium;low;low;very high
2622;Poland;2011;7;Summer;low;high;51;49;medium;very high;very low or none;very low or none;very low or none;very low or none;very low or none;medium;high;medium;low;low;very high
2623;Poland;2011;8;Summer;medium;low;51;49;medium;very high;very low or none;very low or none;very low or none;very low or none;very low or none;medium;high;medium;low;low;very high
2624;Poland;2011;9;Autumn;medium;low;51;49;medium;very high;very low or none;very low or none;very low or none;low;very low or none;medium;medium;medium;low;low;very high
2625;Poland;2011;10;Autumn;medium;low;51;49;medium;very high;very low or none;very low or none;very low or none;low;very low or none;low;low;medium;low;low;very high
2626;Poland;2011;11;Autumn;medium;low;51;49;medium;very high;very low or none;very low or none;very low or none;very low or none;very low or none;low;low;low;low;low;very high
2627;Poland;2011;12;Winter;medium;low;51;49;medium;very high;very low or none;very low or none;very low or none;medium;very low or none;low;low;very low;low;low;very high
2628;Poland;2012;1;Winter;medium;low;51;49;medium;very high;very low or none;very low or none;very low or none;low;very low or none;very low;very low;very low;low;low;very high
2629;Poland;2012;2;Winter;high;low;51;49;medium;very high;very low or none;very low or none;very low or none;low;very low or none;very low;very low;very low;low;low;very high
2630;Poland;2012;3;Spring;high;low;51;49;medium;very high;very low or none;very low or none;very low or none;low;very low or none;low;low;low;low;low;very high
2631;Poland;2012;4;Spring;very low;low;51;49;medium;very high;very low or none;very low or none;very low or none;low;very low or none;low;low;medium;low;low;very high
2632;Poland;2012;5;Spring;medium;low;51;49;medium;very high;very low or none;very low or none;very low or none;low;very low or none;medium;medium;medium;low;low;very high
2633;Poland;2012;6;Summer;low;medium;51;49;medium;very high;very low or none;very low or none;very low or none;low;very low or none;medium;medium;medium;low;low;very high
2634;Poland;2012;7;Summer;low;medium;51;49;medium;very high;very low or none;very low or none;very low or none;low;very low or none;medium;high;high;low;low;very high
2635;Poland;2012;8;Summer;medium;low;51;49;medium;very high;very low or none;very low or none;very low or none;low;very low or none;medium;medium;high;low;low;very high
2636;Poland;2012;9;Autumn;medium;low;51;49;medium;very high;very low or none;very low or none;very low or none;low;very low or none;medium;medium;medium;low;low;very high
2637;Poland;2012;10;Autumn;low;low;51;49;medium;very high;very low or none;very low or none;very low or none;low;very low or none;low;low;medium;low;low;very high
2638;Poland;2012;11;Autumn;medium;low;51;49;medium;very high;very low or none;very low or none;very low or none;low;very low or none;low;low;low;low;low;very high
2639;Poland;2012;12;Winter;low;low;51;49;medium;very high;very low or none;very low or none;very low or none;medium;very low or none;very low;very low;very low;low;low;very high
2640;Poland;2013;1;Winter;low;low;51;49;medium;very high;very low or none;very low or none;very low or none;low;very low or none;very low;very low;very low;low;low;very high
2641;Poland;2013;2;Winter;high;low;51;49;medium;very high;very low or none;very low or none;very low or none;low;very low or none;very low;low;very low;low;low;very high
2642;Poland;2013;3;Spring;low;low;51;49;medium;very high;very low or none;very low or none;very low or none;medium;very low or none;very low;very low;low;low;low;very high
2643;Poland;2013;4;Spring;medium;low;51;49;medium;very high;very low or none;very low or none;very low or none;low;very low or none;low;low;medium;low;low;very high
2644;Poland;2013;5;Spring;low;medium;51;49;medium;very high;very low or none;very low or none;very low or none;low;very low or none;medium;medium;medium;low;low;very high
2645;Poland;2013;6;Summer;medium;medium;51;49;medium;very high;very low or none;very low or none;very low or none;low;very low or none;medium;high;high;low;low;very high
2646;Poland;2013;7;Summer;medium;low;51;49;medium;very high;very low or none;very low or none;very low or none;low;very low or none;medium;high;high;low;low;very high
2647;Poland;2013;8;Summer;medium;low;51;49;medium;very high;very low or none;very low or none;very low or none;low;very low or none;medium;high;high;low;low;very high
2648;Poland;2013;9;Autumn;low;medium;51;49;medium;very high;very low or none;very low or none;very low or none;low;very low or none;medium;medium;medium;low;low;very high
2649;Poland;2013;10;Autumn;medium;low;51;49;medium;very high;very low or none;very low or none;very low or none;medium;very low or none;medium;medium;medium;low;low;very high
2650;Poland;2013;11;Autumn;low;low;51;49;medium;very high;very low or none;very low or none;very low or none;medium;very low or none;low;low;low;low;low;very high
2651;Poland;2013;12;Winter;medium;low;51;49;medium;very high;very low or none;very low or none;very low or none;medium;low;low;low;very low;low;low;very high
2652;Poland;2014;1;Winter;medium;low;51;49;medium;very high;very low or none;very low or none;very low or none;medium;very low or none;very low;very low;very low;low;low;very high
2653;Poland;2014;2;Winter;low;low;51;49;medium;very high;very low or none;very low or none;very low or none;medium;low;low;low;very low;low;low;very high
2654;Poland;2014;3;Spring;medium;low;51;49;medium;very high;very low or none;very low or none;very low or none;medium;low;low;low;low;low;low;very high
2655;Poland;2014;4;Spring;low;low;51;49;medium;very high;very low or none;very low or none;very low or none;medium;very low or none;medium;low;medium;low;low;very high
2656;Poland;2014;5;Spring;low;medium;51;49;medium;very high;very low or none;very low or none;very low or none;medium;low;medium;medium;medium;low;low;very high
2657;Poland;2014;6;Summer;low;low;51;49;medium;very high;very low or none;very low or none;very low or none;low;very low or none;medium;medium;high;low;low;very high
2658;Poland;2014;7;Summer;low;medium;51;49;medium;very high;very low or none;very low or none;very low or none;low;very low or none;high;high;high;low;low;very high
2659;Poland;2014;8;Summer;low;medium;51;49;medium;very high;very low or none;very low or none;very low or none;medium;very low or none;medium;medium;high;low;low;very high
2660;Poland;2014;9;Autumn;medium;low;51;49;medium;very high;very low or none;very low or none;very low or none;medium;very low or none;medium;medium;medium;low;low;very high
2661;Poland;2014;10;Autumn;medium;low;51;49;medium;very high;very low or none;very low or none;very low or none;medium;very low or none;low;low;medium;low;low;very high
2662;Poland;2014;11;Autumn;medium;low;51;49;medium;very high;very low or none;very low or none;very low or none;medium;very low or none;low;low;low;low;low;very high
2663;Poland;2014;12;Winter;medium;low;51;49;medium;very high;very low or none;very low or none;very low or none;medium;low;low;very low;very low;low;low;very high
2664;Poland;2015;1;Winter;low;low;51;49;medium;very high;very low or none;very low or none;very low or none;medium;low;low;very low;low;low;low;very high
2665;Poland;2015;2;Winter;medium;low;51;49;medium;very high;very low or none;very low or none;very low or none;medium;low;low;low;very low;low;low;very high
2666;Poland;2015;3;Spring;high;low;51;49;medium;very high;very low or none;very low or none;very low or none;medium;low;low;low;low;low;low;very high
2667;Poland;2015;4;Spring;medium;low;51;49;medium;very high;very low or none;very low or none;very low or none;medium;low;low;medium;medium;low;low;very high
2668;Poland;2015;5;Spring;medium;low;51;49;medium;very high;very low or none;very low or none;very low or none;medium;low;medium;medium;medium;low;low;very high
2669;Poland;2015;6;Summer;medium;low;51;49;medium;very high;very low or none;very low or none;very low or none;medium;very low or none;medium;medium;high;low;low;very high
2670;Poland;2015;7;Summer;low;medium;51;49;medium;very high;very low or none;very low or none;very low or none;medium;very low or none;medium;high;high;low;low;very high
2671;Poland;2015;8;Summer;medium;low;51;49;medium;very high;very low or none;very low or none;very low or none;medium;very low or none;high;medium;high;low;low;very high
2672;Poland;2015;9;Autumn;medium;low;51;49;medium;very high;very low or none;very low or none;very low or none;medium;very low or none;medium;medium;high;low;low;very high
2673;Poland;2015;10;Autumn;high;low;51;49;medium;very high;very low or none;very low or none;very low or none;medium;very low or none;low;low;medium;low;low;very high
2674;Poland;2015;11;Autumn;medium;low;51;49;medium;very high;very low or none;very low or none;very low or none;medium;low;low;low;low;low;low;very high
2675;Poland;2015;12;Winter;high;low;51;49;medium;very high;very low or none;very low or none;very low or none;medium;low;low;low;low;low;low;very high
2676;Poland;2016;1;Winter;medium;low;51;49;medium;very high;very low or none;very low or none;very low or none;medium;low;very low;very low;very low;low;medium;high
2677;Poland;2016;2;Winter;low;low;51;49;medium;very high;very low or none;very low or none;very low or none;medium;low;low;low;very low;low;medium;high
2678;Poland;2016;3;Spring;low;low;51;49;medium;very high;very low or none;very low or none;very low or none;medium;very low or none;low;low;low;low;medium;high
2679;Poland;2016;4;Spring;low;low;51;49;medium;very high;very low or none;very low or none;very low or none;medium;low;low;medium;medium;low;medium;high
